text,sentiment
"SEGALA  KEINGINAN BAIK SEORANG PRESIDEN , PERLU  DIDUKUNG  RAKYAT --  KARENA RAKYAT-LAH  YG AKAN  MENIKMATI  HASIL  DARI  KEINGINAN DAN UPAYA  YG BAIK TERSEBUT",positive
sehat dan panjang umur buat bapak,positive
"Dalam permainan catur, yang harus dilindungi adalah RAJA, lantas siapakah RAJA tersebut PRESIDEN bukan, RAJA sesungguhnya yang harus dilindungi adalah  generasi penerus Bangsa ( Tunas Bangsa): (pemikiran Asuma)Semoga selalu dalam lindungan Allah SWT pak PRABOWO",positive
"Saya pendukung bapak, 10 tahun lalu biarpun terkucilkan di keluarga dan pertemanan karna mendukubg bapak tapi saya yakin bapak kompeten untuk menjadi president. Selamat bekerja bapak, saya merasakan leadership bapak meski baru beberapa hari",positive
I love you pak prabowo subianto,positive
Luar biasa presiden kita pintar dan tegas  mantap selamat pak presiden.,positive
"Asslmkm...saya salut dengan Niat tulus bapak,,,,Bapak Presiden tidak salah dan dalam mensejahterakan Guru dengan memberikan 2 juta per bulan...tapi Menteri nya yang baru diangkat 1 Minggu kok begitu,,kalau disimak sepintas seperti lagu Bang Haji Rhoma Irama,,,:yang kaya makin kaya yang miskin makin miskin,,ada pengklasifikasian2....jangan jangan malah lebih dipersulit dan jadi momok untuk bapak Presiden,,Niat Tulus Bapak Presiden malah jadi tidak terlaksana dalam mensejahterakan para Guru..,,mhn bapak presiden mengawasi kebijakan dari menteri pendidikan baru ini,,",positive
"Penantian ku dan keluarga selama 10 tahun akhirnya bapak prabowo jadi presiden. Kami bangga pak 3x pilih bapak. Semoga Allah Subhanahu wa Taala selalu melindungi bapak prabowo, selalu diberi kesehatan, umur panjang, dan mengabulkan segala cita cita bapak untuk bangsa Indonesia Aamiin",positive
"Perbedaan Prabowo-jokowi banyak susah disebutkan... Salah satunya.... Pabowo kalau ngomong murni otaknya... Jokowi kalau ngomong otak udang, murni otak orang... Kalau nggak ada yg bisikin... Langsung ngomong...",positive
Hi... teman-teman kaula muda.. KESEHATAN ADALAH HARTA KEKAYAAN. DARI  SEMUA HARTA BENDA ITULAH YANG PALING BERHARGA. Mari kita berkerja sama dukung program GIZI pemerintah  bersama E-farm green food tersedia berbagai produk pertanian lokal  organik terlaris di supermarket sejak tahun 1970.,positive
Masyallah km mndengar pk prabowo brbicara ini benar2 lahir batin smoga cita2 bpk membawa indonesia maju di ijabahi oleh allah SWT .amin yarobal alamin,positive
Indonesia betul bagus punya presiden pak prabowo best betul saya bangga sejak dulu dambakan presiden pak prabowo,positive
"Pk prabowo , bpk patriotisme persis dengan bpk proklamator kita bung karno, alhmdulillah negara ini di pimpin org yg brjiwa besar, km mendoakan semoga pk prabowo  ms gibran selalu dlm lindungan tuhan YME amiinn  di berikan ksehatan  panjang umur",positive
"Presiden kita skrg tegas,berani,rencananya udah mulia,semoga yg di bawah2 nya bisa mendukung  menjalnkn tugas dengan sebaik baiknya.",positive
"Bapak Presiden Prabowo adalah Negarawan sejati,,,",positive
"Kalau tidak sejalan dengan saya lebih baik keluar dari kabinet.... Inilah sikap tegas dari seorang jendral... Sprti jargon tentara, saat pendidikan. Ragu-ragu, silakan pulang... Mantap pak presiden",positive
"., P. Prabowo., Pak Presiden-Ku., Presiden semua Rakyat Indonesia, Punya Misi  Visi., yg lebih dri SDH bbrp (Presiden Ke 7 RI), yg back-ground militer, tentu dlm menjlnkan regulasi Pemerintahan-nya tdk militeristik, Penuh dgn kerahmah-tamahan., smpai kpd rakyatnya., Ap yg SDH di-Ikhrar (Ucapkan)., betul dilaksanakan., utk kesejahteraan rakyat, bkn utk kepentingan sekelompok golongan, dgn pendekatan 2 penuh humanisme  relegi  sebagai Pengontrol.,",positive
"Yang saya suka Pak Prabowo sebagai Presiden, aura penghormatan terhadap sejarah dan kepercayaan sangat kental ini mirip saat era pak Soeharto, tapi jangan khawatir beliau akan bisa membawa bangsa ini lebih maju.. Karena nekiau sudah selesai dengan kehidupan pribadinya",positive
"BUKU PARADOKS INDONESIA BUKU FAVORIT KU , DAN AKAN AKU JAGA DAN AKU SIMPAN BAIK2 .BUKU YANG BAPAK PRABOWO SUBIANTO TULIS  (PARADOKS INDONESIA)SEMOGA APA YANG BAPAK CITA2KAN UNTUK INDONESIA BISA TERCAPAI SEPERTI YANG TERSIRAT DIDALAM BUKU TERSEBUT . AAMIIN .",positive
"Alhamdullillah, ini lah Presiden Prabowo yg terbaik untuk Negara Indonesia dlm menjalankan apa semestinya yg perlu di tingkat kan, sy ingin sekali Pak Prabowo meningkan kenaikan Gaji Pegawai, Pegawai yg sudah Pensiun, belum pensiun.",positive
Prabowo... YESS,positive
Prabowo Subianto Is the best,positive
"Bravo bpk Prabowo S Presiden RI , sikat org rakus yg makan uang ngr ( koruptor ) n  smg bpk sht sll tks.",positive
Prabowo Subianto    Orang yang tulus iklas untuk membahagiakan negara ini,positive
korupsi di indonesia harus di bersihkan pak prabowo dia hanya sampah masyarakat,positive
Baru tahu 2024 ini saya ikut memilih persiden skrg saya umur 61 tahun  semoga bapak sehat  sampai dua periode wss,positive
Semoga pak prabowo selalu sehat awas hati² jgn terlena dgn dinasti mulyono..,positive
YA ALLAH DARI DANJEN KOPASUS SAMPAI SEKARANG TETAP IDOLA KU BPK PRABOWO,positive
SEHAT SELALU BPK PRABOWO,positive
Semoga presiden Prabowo Subianto di beri kekuatan kesehatan Istiqomah dalam menjalankan tugas presiden yang jujur dan adil Amin,positive
Ayo pak Presiden ku Prabowo yang tegas dan yang Amanah karena prasiden pilihan ku kalau ada yang macam sikat aja dan semoga bpk Presiden Prabowo di beri kesehatan dan panjang umur Amiiin Ya robbal alamiiin,positive
"Aku hanya berharap, semoga Pak Prabowo selalu sehat, dikelilingi orang yang baik, bisa amanah, dan diteguhkan hatinya sebagai pemimpin yang adil dan bijaksana...",positive
Pak prabowo adalah harapan rakyat kecil,positive
dari jaman dulu sy pilih pak prabowo,positive
semoga bpk prabowo sehat panjang umur,positive
Selamat bertugas Bapak prabowo  iam very pround with u sehat selamat bertugas ya pak,positive
"Sangat senangpa mendengar bpk bilang,seluruh pejabat negara harus pakai produk dalam negri agar contoh bagi masiarakat luaspa mantap",positive
"Sekiranya Tuhan memberikan kekuatan, kesehatan, keselamatan kepada bapak presiden Prabowo Subianto",positive
Bangga aku kepadamu bapak,positive
"Pak Presiden yang gagah dan berprinsip sangat kuat,,, luar biasa MR. PRESIDENT  bangga punya Presiden PAK PRABOWO semoga amanah",positive
Doaku sehat selalu bapak presiden aamiin,positive
Mantap pak Prabowo Subianto tegas lugas,positive
Pak prabowoo..Yang selalu konsisten dan memperhatikan rakyatSehat selalu pak prabowo...,positive
SY SEBAGAI RAKYAT MERASA BAHWA SELAMA INI BARU ADA PEMIMPIN / PENGUASA YG BS MENGGEMBLENG PARA PEMBANTUNYA DGN ALA MILITER DAN BS MEMBENTUK KARAKTER SPY MRK BS DISPLIN DAN BEJERJA DGN IKHLAS DEMI  MENSEJAHTERAKAN RAKYAT DAN BS MENGHINDARI KORUPSI D BERBAGAI SEKTOR SEMOGA PRABOWO BS AMANAH DAN MEMBUKTIKAN BKN JANJI SEPERTI REZIM MULYONO YG BANYAK KOAR BERBOHONG KPD RAKYAT TDK SESUAI DGN JANJI POLITIKNYA HANYA MEMPERKAYA DIRI DAN KRONINYA,positive
Bravo to presiden ku. Smoga sehat sll pak. Smoga tetap istiqomah,positive
ASSALMUALAIKUM WR WBB....SEMOGA PAK PRABOWO SLLU DALAM LINDUNGAN ALLAH SWT AMINNN.....BERKAH SLLLU PAK SEMOGA BAPAK AMANAH SEPERTI NABI MUHAMMAD SAW....KLUARKANLAH FUFUFAFA,positive
Gak salah saya nyoblos bapak. Dari keseluruhan keluarga saya nyoblos abah.,positive
Presiden pilihanku salam dari Minsel sulut.,positive
Semoga di era pak Prabowo hukuman para pelaku korupsi sangat berat dan keras hingga tidak memunculkan niat untuk pelaku baru korupsi.,positive
saya doakan kiranya perkenanan Tuhan menyertai setiap visi dan misi dari bapak Presiden Prabowo Subianto (2periode),positive
"Presiden ya begini, punya misi, dan nasionalis",positive
Terima kasih pak prabowo semoga sehat selalu dan tetap istiqomah untuk bangsa dan rakyat.. tapi rakyat indonesia tidak butuh makan gratis sekarang yg di butuhkan rakyat indonesia adalah lapangan kerja pak prabowo,positive
"Walaupun saya tidak memilih bapak, saya doakan bapak Prabowo sehat selalu Aamiin",positive
Alhamdulillah sehat selalu P Presiden harapan kami ada di pundakMu,positive
hidup pak gemoy,positive
Tidak pantas menjadi pemimpin jika tidak memberi hasil kemerdekaan sampe kebawah jozz presiden,positive
"Terima kasih pak Prabowo, semoga makan gratis cepat terealisasi",positive
Sehat selalu bapak presiden republik Indonesia,positive
smga cita pk presiden prabowo terlaksana utk mensejahterakn rakyt.dan kalau ingin mewujudkan negara benar makmur maka berantas koruptor sampai ke akar nya jng tbangpilih,positive
Selamat ak...barokalloh...semoga..tetep di jalan yg lurus...semoga sehat selalu...Amin..,positive
"mafia di daerah itu juga banyak pak prabowo, jikalau memang program ingin berjalan dengan sesuai, berantas mafia nya dulu pak. maka kapasitas rakyat kecil sungguh luar biasa merasakan dampak dari program itu.",positive
"Panjang umur Pak Presiden Sehat Terus, Saya Yakin bapak Lurus dan Tidak Rakus",positive
Keren pak semoga trs amanan ya pak  selain memperbaiki gizi memperbaiki perekonomian negra yg sudah awuran ga jelas perputarannya . Bissmillah ya pak,positive
"Saya bangga bapak, jadi presiden. Dan selama pilpres bapak kalah berapa kali, tapi dengan doa dan amanah gusdur bapak jadi presiden. Salam dari putra Sulawesi Utara.",positive
Ini preseden pertamaku,positive
The best,positive
Di sini banyak yg jele2kin bapa pak prabowo.tpi tetap bliau pilihan saya.salm dari kota sukabumi,positive
"Salam TI kota Sukabumi geopark ciletuh kang, Alhamdulillah di kp Abi mah Prabowo unggul Alhamdulillah TDK ada yg menjelek jelekan, Alhamdulillah juga pak Prabowo akhirnya menang",positive
Trimakasih bapak buat setiap usaha dan pengorbanannya buat Indonesia,positive
Sehat terus ngih pak prabowo.,positive
Wktu pemilih sya milih ganjar tpi memag yg di pilih oleh semsta indonsia pak prabowo yg terpilih . Semoga bapak benar Mejdi peminpin yg amanah takut akan sumph jabatan . Dan bener Bekerja untk rkayat,positive
Pak Prabowo idola saya,positive
Aahhhh... pak Prabowo bikin aku makin cintaaahhh... Menyala Presiden Ku..,positive
Sehat  panjang umur pak prabowo,positive
Sehat selalu pak PRESIDEN,positive
Terharu aku pak,positive
Kalau Panjang Umur..5 Tahun yang akan Datang Saya Akan Pilih lagi pak Jenderal ku ini..,positive
"Bismillah, semoga cita-cita bapak presiden prabowo terbaik untuk indonesia tercapai, panjang umur pak prabowo, kami selalu mendoakan bapak kami yakin, dan bangga punya presiden seperti bapak",positive
"pada intinya makan gratis bukan sekedar makan, dibelakang itu ada petani2 yg gabakal bingung lagi mau jual kemana hasil itu, saya sebagai warga kabupaten menilai ini adalah sebuah perputaran uang yg sangat baik, dan jujur di kabupaten ini sawah2 lahan perlahan sudah mulai habis dibangun perumahan2 sangat2 disayangkan.",positive
menyala pak prabowosaya mendukung kebijakan bapak (y),positive
Semangat teruss,positive
"Jawaban Pak Presiden selalu to the point dan tegas,jd raykat mengerti",positive
Gak kebayang seberapa banyak beliau membantu orang cilik tanpa bicara. Gak sia² setia memilih beliau 2x. Satu²nya orang yang cinta negara nya,positive
"Pilpres 2019 pernah nyeletuk. Kalo presidennya Bapak Prabowo yakin si, Indonesia bakal gagah dan keren. DOTS versi Garuda Indonesia, keren gak tuh",positive
MasyaAllah..Pak Prabowo kereeeen...Selamat Bekerja Pak Presiden Prabowo..Semoga cita2 dan harapan Bapak kepada Indonesia terwujud..dan Bapak Prabowo selalu dlm lindungan Allah SWT..Sehat terus Pak Prabowo,positive
"yok, beri semangat unk pak presiden kita , pak prabowo untuk memajukan negara indonesia agar lebih maju, kita kalah kan negara negara lain.",positive
"Di era presiden prabowo aku sukses dan uangku banyak, aamiin",positive
Sebelum jauh melangkah ke depan.......wujudkan janji2 utama untuk memberantas korupsi dg  UU perampasan aset koruptor   menghukum se berat2nya.  Sdh satu minggu lebih blm ada wujud dr janji2nya........ini kunci utama kesejahteraan rakyat.,positive
Yallah lindungi dan jagalah slalu bapak agar bisa membuat ekonomi kita semua bisa membaik,positive
SEKALI LAGI FOKUS SAJA KE DALAM NEGERI DULU YA PAK...,positive
"MANTAP PAK PRABOWO.., FOKUS NOMER 1 KE DALAM NEGERI DULU PAK.., KARENA SAYA BELUM SEJAHTERA PAK...., SEBAB KADANG SAYA DAPAT KERJA KADANG TIDAK, TAPI BANYAK KADANG NYA PAK....",positive
pas kampamye goyang gemoy.bnyak yg nyinyir..nih pas mode sriua.salah ngomong selesai kalian..,positive
"Dulu kita lihat program makan gratis hy pada makannya ... Pdhl byk efek lainnya, termasuk perputaran ekonomi kerakyatan....",positive
Semangat selalu pa presiden prabowo smoga senantiasa dal am keadaan sehat wal afiyat dlm mengemban tugas.amiin YRA,positive
"Terima kasih, Pak. Kami bertanya , Bapak menjawab. Hati jadi tenang, doa baik membanjiri perjalanan Bapak untuk jutaan rakyat yang Bapak cintai.",positive
"Akhirnya hilang sudah isu Ham tahunan, bosen liat nya  sehat trus pak jendral selalu tegak lurus dgn rakyatt",positive
harap...dgn pertukaran president indonesia..membuka minda..akal fikiran..cara berfikir warga Indonesia lebih kehadapan dan moden...jgn masih berfikiran bawah tepurung dan kolot..dan juga harap warga indonesia bersama memajukan indonesia..,positive
Yg penting bapak hatipak tetap dgn pendirian bpk karna pasti ada orgterdekat bpk yg berkhianat dan niat menghancurkan sehat terus pak presidenku semoga allah melindungi setiap langkahmu pak aamiin,positive
"Sehatkan,panjang umurkan awet mudakan ya allah presiden prabowo 10 priode aamiin",positive
Mau nangis terharu begitu tulusnya pak prabowo saya dari dulu berharap bpk lah jadi presiden nya dan sekarang alhamdulillah Allah mentakdirkan nya jdi presiden,positive
Ini baru Presiden kelas dunia. Jgn samain sm keluarga tikus dapur ya gaes,positive
"Pak terima kasih atas program makan gratisnya saya sbg orang tua yang anaknya sekolah benar2 merasakqn efek positifnya. Terima kasih ya pak, semoga bapak sehat  panjang umur",positive
"cara sederhana tapi tepat dan efektif. Mungkin banyak yg berpikir acara ini pointless. Tapi setau saya, belum pernah ada kabinet mentri bertemu dan berbagi kebersamaan bareng2. Ingat, mereka berangkatnya terbagi2 berbagai latar politik yg sering crash. Perasaan senasib ini modal awal terbesar kabinet ini.",positive
TIDAK PERNAH MERAGUKAN BELIAU... SAYA PERCAYA NAMUN TIDAK DENGAN WAKILNYA...,positive
Alhamdulillah. Semoga indonesia semakin kuat dari segi apapun dijaman pak prabowo..,positive
Sangar….bangga pak semoga Indonesia semakin maju dan berjaya,positive
Presidenku :),positive
Mantaap pak prabowo tetap seperti pak prabowo,positive
semoga progra progra yg baik yg dimiliki oleh kabinet merah putih dapat merata hingga pelosok negeri,positive
"Gusti pangeran, lindungi bapak prabowo dalam perjuangannya",positive
"Indonesia pasti bisa maju ..jika lau para koruptor dihukum mati dan dimiskinkan ,,kunci y tidak jauh dari koruptor.. semangat pak Prabowo..",positive
Paprabowobeneranjadipersiden,positive
My Presiden,positive
INGAT AYAHKU PRABOWO BEBERAPA ORANG DI KABINET ADA YANG KETAT KETIR TAKUT PERMAINANNYA KETAUAN AYAHKU PRABOWO,positive
Alhamdulillah. semoga Pak Prabowo sehat walafiat selalu. aamiin ya Alloh.,positive
semoga Indonesia kedepannya semakin baik dan maju.. Semoga Presiden kita selalu dirahmati oleh Allah swt.,positive
Alhamdulillah bukan najwa,positive
"jangan pernah meragukan nasionalisme PRABOWO SUBIANTO...Kakeknya adalah pendiri bangsa ini..Bank yg dibangun kakek prabowo masih berdiri hingga kini membangun negeri melayani bangsa...Prabowo muda menjadi TNI AD aktif , berperang di garda depan..ingat ketika dia difitnah berkhianatdia mengambil langkah utk merenung di luar negeri dan menjadi pengusaha setelah di fitnah wiranto dan di pensiun dini kan dari dinas .  kenalan prabowo raja yordania...murid2 prabowo kopasus vietnam...setelah balik ke negaranya dia mendirikan partai politik dari nol bernama gerindra..berjuang bersama rakyat , didukung oleh rakyat terbukti gerindra partai terbesar nomer 2 di indonesiamasuk 3 besar mengalahkan partai2 besar yg sudah lama ada...prabowo mencalonkan diri sebagai presiden gagal berkali kali tapi tak pantang menyerah...ingat ada yg gagal nyaleg dan jadi gila sampai harus masuk RSJ...betapa hebatnya mental prabowo subianto...di fitnah bukan islam dia hajikan asisten rumah tangga nya dan anak buahnya...meski haji sudah dia lakukan tak pernah embel2 agama di sematkan di depan namannya HAJI PRABOWO SUBIANTO...tak pernah menjual agama , menjual palestina demi hasrat politiknya..dalam diam dia mendonasikan hartanya utk rakyat gaza...maaf saya bukan buzzer tapi saya ingat alm. gusdur pernah berkata bahwa prabowo adalah orang paling ikhlas utk bangsa indonesia...semoga Allah membimbing jalan mu pak prabowo dan diberikan pembantu2 , mentri2 yang bersedia berjuang utk bangsa dan rakyat indonesia lebih baik di masa depan...selamat bertugas jendral...kami rakyat bersamamu jika anda bersama kami di jalan rakyat indonesia...kami siap menurunkanmu jika anda melenceng jauh dari jalan rakyat indonesia...",positive
